ENSMBL_geneID	Uniprot_proteinID	NCBI_refeT2T_geneID
Vitvi01g00186	F6HF36	VIT_01s0011g02300
Vitvi01g00187	F6HF35	VIT_01s0011g02310
Vitvi01g00188	D7T9F2	VIT_01s0011g02320
Vitvi01g00189	D7T9F1	VIT_01s0011g02330
Vitvi01g00190	D7T9F0	VIT_01s0011g02340
Vitvi01g00191	D7T9E9	VIT_01s0011g02350
Vitvi01g00192	F6HF34	VIT_01s0011g02360
Vitvi01g00193	F6HF34	VIT_01s0011g02360
Vitvi01g00196	D7T9E0	VIT_01s0011g02460
Vitvi01g00197		
Vitvi01g00198	D7T9D9	VIT_01s0011g02470
Vitvi01g00199	F6HFR1	VIT_01s0011g02480
Vitvi01g00201	F6HFR0	VIT_01s0011g02490
Vitvi01g00202	D7T9D5	VIT_01s0011g02510
Vitvi01g00203	D7T9D4	VIT_01s0011g02520
Vitvi01g00204	D7T9D3	VIT_01s0011g02530
Vitvi01g00205	F6HLP3	VIT_08s0007g05760
Vitvi01g00206	F6I298	VIT_00s0324g00050
Vitvi01g00211	D7T9B7	VIT_01s0011g02730
Vitvi01g00214	F6HFQ3	VIT_01s0011g02740
Vitvi01g00217	D7T9B3	VIT_01s0011g02780
Vitvi01g00218	F6HF27	VIT_01s0011g02800
Vitvi01g00219	F6HF26	VIT_01s0011g02810
Vitvi01g00220	F6HF25	VIT_01s0011g02820
Vitvi01g00221	A5B729	VIT_01s0011g02830
Vitvi01g00222	D7T9A8	VIT_01s0011g02840
Vitvi01g00223	D7T9A7	VIT_01s0011g02850
Vitvi01g00224	F6HF24	VIT_01s0011g02860
Vitvi01g00225	F6HF23	VIT_01s0011g02870
Vitvi01g00226	F6HF22	VIT_01s0011g02880
Vitvi01g00227	F6HF19	VIT_01s0011g02910
Vitvi01g00228	F6HF18	VIT_01s0011g02920
Vitvi01g00230	F6HF17	VIT_01s0011g02930
Vitvi01g00232	F6HF16	VIT_01s0011g02940
Vitvi01g00233	D7T9A1	VIT_01s0011g02950
Vitvi01g00234	Q4W2K5	lar1
Vitvi01g00237	D7T997	VIT_01s0011g02990
Vitvi01g00238	F6HF12	VIT_01s0011g03010
Vitvi01g00239	F6HF11	VIT_01s0011g03020
Vitvi01g00241	F6HF08	VIT_01s0011g03050
Vitvi01g00243	D7T992	VIT_01s0011g03060
Vitvi01g00244	F6HFQ2	VIT_01s0011g03070
Vitvi01g00245	D7T990	VIT_01s0011g03080
Vitvi01g00246	D7T989	VIT_01s0011g03090
Vitvi01g00249	D7T987	AQUILO
Vitvi01g00250	D7T986	VIT_01s0011g03120
Vitvi01g00251	D7T985	VIT_01s0011g03130
Vitvi01g00252	F6HFQ0	VIT_01s0011g03160
Vitvi01g00253	D7T983	VIT_01s0011g03180
Vitvi01g00254	A5AM53	VIT_01s0011g03190
Vitvi01g00255	D7T981	VIT_01s0011g03200
Vitvi01g00258	F6HFP7	VIT_01s0011g03210
Vitvi01g00259	D7T979	VIT_01s0011g03220
Vitvi01g00260	D7T978	VIT_01s0011g03230
Vitvi01g00262	D7TT47	VIT_14s0006g03190
Vitvi01g00264	F6HFP6	VIT_01s0011g03270
Vitvi01g00265	F6HFP5	VIT_01s0011g03280
Vitvi01g00266	F6HFP4	VIT_01s0011g03290
Vitvi01g00267	F6HFP4	VIT_01s0011g03290
Vitvi01g00268	F6HFP3	VIT_01s0011g03300
Vitvi01g00269	D7T970	VIT_01s0011g03310
Vitvi01g00270	D7T969	VIT_01s0011g03320
Vitvi01g00271	F6HFP2	VIT_01s0011g03330
Vitvi01g00272	F6HFP0	VIT_01s0011g03350
Vitvi01g00273	F6HFN9	VIT_01s0011g03370
Vitvi01g00274	F6HFN8	VIT_01s0011g03380
Vitvi01g00275	F6HEX7	VIT_01s0011g03390
Vitvi01g00277	F6HEX6	VIT_01s0011g03400
Vitvi01g00278	D7T959	VIT_01s0011g03410
Vitvi01g00279	A5C7N0	VIT_01s0011g03420
Vitvi01g00280	F6HEX2	VIT_01s0011g03450
Vitvi01g00281	D7T955	VIT_01s0011g03460
Vitvi01g00282	D7T953	VIT_01s0011g03480
Vitvi01g00284	F6HEX0	VIT_01s0011g03490
Vitvi01g00286	D7T951	VIT_01s0011g03500
Vitvi01g00287	F6HEW9	VIT_01s0011g03510
Vitvi01g00288	D7T949	VIT_01s0011g03520
Vitvi01g00289	F6HW18	VIT_10s0071g00310
Vitvi01g00290	D7T948	VIT_01s0011g03530
Vitvi01g00291	F6HEW8	VIT_01s0011g03540
Vitvi01g00292	D7T946	VIT_01s0011g03560
Vitvi01g00293	D7T943	VIT_01s0011g03590
Vitvi01g00294	D7T941	VIT_01s0011g03610
Vitvi01g00295	D7T940	VIT_01s0011g03620
Vitvi01g00296	F6HEW4	VIT_01s0011g03630
Vitvi01g00298	F6HEW3	VIT_01s0011g03640
Vitvi01g00299	F6HEW1	VIT_01s0011g03660
Vitvi01g00300	D7T937	VIT_01s0011g03670
Vitvi01g00302	F6HFN5	VIT_01s0011g03730
Vitvi01g00303	D7T929	VIT_01s0011g03740
Vitvi01g00305	F6GTN5	VIT_17s0000g03460
Vitvi01g00306	F6HFN3	VIT_01s0011g03760
Vitvi01g00309	A5BMV3	VIT_01s0011g03780
Vitvi01g00310	A5BMV4	VIT_01s0011g03790
Vitvi01g00313	F6HFM8	VIT_01s0011g03820
Vitvi01g00314	D7T920	VIT_01s0011g03830
Vitvi01g00315	D7T919	VIT_01s0011g03840
Vitvi01g00317	F6HFM7	VIT_01s0011g03850
Vitvi01g00318	F6HFM6	VIT_01s0011g03860
Vitvi01g00319	D7T915	VIT_01s0011g03870
Vitvi01g00320	D7T914	VIT_01s0011g03880
Vitvi01g00325	D7T912	VIT_01s0011g03910
Vitvi01g00326	D7T911	VIT_01s0011g03920
Vitvi01g00327	F6HFM0	VIT_01s0011g03980
Vitvi01g00328	D7T908	VIT_01s0011g04000
Vitvi01g00329	D7T907	VIT_01s0011g04010
Vitvi01g00330	A5BKM2	VIT_01s0011g04020
Vitvi01g00331	F6GTP3	VIT_17s0000g03280
Vitvi01g00332	F6HEV8	VIT_01s0011g04030
Vitvi01g00333	D7T904	VIT_01s0011g04050
Vitvi01g00335	D7T903	VIT_01s0011g04060
Vitvi01g00336	F6HEV6	VIT_01s0011g04070
Vitvi01g00337	F6HEV5	VIT_01s0011g04080
Vitvi01g00338	F6HEV4	VIT_01s0011g04090
Vitvi01g00339	F6HEV0	VIT_01s0011g04130
Vitvi01g00340	D7T8Z3	VIT_01s0011g04180
Vitvi01g00341	F6HEU5	VIT_01s0011g04220
Vitvi01g00343	D7T8Z1	VIT_01s0011g04210
Vitvi01g00344	F6HEU5	VIT_01s0011g04220
Vitvi01g00345	F6HEU4	VIT_01s0011g04230
Vitvi01g00346	D7T8Y8	VIT_01s0011g04240
Vitvi01g00347	D7T8Y6	VIT_01s0011g04260
Vitvi01g00353	D7T8Y3	VIT_01s0011g04300
Vitvi01g00354	F6HFL8	VIT_01s0011g04310
Vitvi01g00355	F6HFL7	VIT_01s0011g04320
Vitvi01g00357	D7T8Y0	VIT_01s0011g04340
Vitvi01g00358	F6HXQ9	VIT_09s0002g00830
Vitvi01g00360	F6HFL6	VIT_01s0011g04350
Vitvi01g00362	D7T8X7	VIT_01s0011g04370
Vitvi01g00363	F6HFL5	VIT_01s0011g04380
Vitvi01g00365	F6HFL4	VIT_01s0011g04390
Vitvi01g00366	F6HFL3	VIT_01s0011g04400
Vitvi01g00368	D7T8X4	VIT_01s0011g04410
Vitvi01g00369	D7T8X3	VIT_01s0011g04420
Vitvi01g00370	F6HFL2	VIT_01s0011g04430
Vitvi01g00371	D7T8W9	VIT_01s0011g04460
Vitvi01g00372	A5AT73	VIT_01s0011g04480
Vitvi01g00373	F6HFL0	VIT_01s0011g04490
Vitvi01g00374	F6HFK9	VIT_01s0011g04500
Vitvi01g00375	F6HFK8	VIT_01s0011g04510
Vitvi01g00376	F6HFK7	VIT_01s0011g04520
Vitvi01g00377	F6HFK6	VIT_01s0011g04530
Vitvi01g00379	F6HFK5	VIT_01s0011g04550
Vitvi01g00380	F6HFK4	VIT_01s0011g04560
Vitvi01g00381	D7T8W0	VIT_01s0011g04590
Vitvi01g00382	D7T8V9	VIT_01s0011g04600
Vitvi01g00383	F6HFK1	VIT_01s0011g04610
Vitvi01g00384	F6HFK0	VIT_01s0011g04620
Vitvi01g00385	F6HFJ9	VIT_01s0011g04630
Vitvi01g00386	F6HFJ8	VIT_01s0011g04640
Vitvi01g00388	F6HFJ7	VIT_01s0011g04650
Vitvi01g00389	F6HFJ6	VIT_01s0011g04660
Vitvi01g00390	D7T8V5	VIT_01s0011g04670
Vitvi01g00391	D7T8V4	VIT_01s0011g04680
Vitvi01g00392	F6HFJ5	VIT_01s0011g04690
Vitvi01g00393	D7T8V2	VIT_01s0011g04700
Vitvi01g00394	F6HFJ4	VIT_01s0011g04710
Vitvi01g00397	F6HFJ3	VIT_01s0011g04720
Vitvi01g00401	D7T8U6	VIT_01s0011g04760
Vitvi01g00402	F6HFJ0	VIT_01s0011g04770
Vitvi01g00403	D7T8U4	VIT_01s0011g04780
Vitvi01g00404	F6HFI9	VIT_01s0011g04790
Vitvi01g00405	F6HFI8	VIT_01s0011g04800
Vitvi01g00407	F6HFI7	VIT_01s0011g04810
Vitvi01g00408	F6HFI6	VIT_01s0011g04820
Vitvi01g00409	D7T8T9	VIT_01s0011g04850
Vitvi01g00411	F6HFI3	VIT_01s0011g04860
Vitvi01g00412	D7T8T6	VIT_01s0011g04870
Vitvi01g00413	F6HFI2	VIT_01s0011g04880
Vitvi01g00414	D7T8T4	VIT_01s0011g04890
Vitvi01g00415	F6HFI1	VIT_01s0011g04900
Vitvi01g00417	D7T8T1	VIT_01s0011g04920
Vitvi01g00418	A5BKT0	VIT_01s0011g04950
Vitvi01g00421	F6HFH9	VIT_01s0011g04960
Vitvi01g00422	F6HFH8	VIT_01s0011g04970
Vitvi01g00423	F6HFH7	VIT_01s0011g04980
Vitvi01g00424	A5BL10	VIT_01s0011g04990
Vitvi01g00425	F6HFH6	VIT_01s0011g05000
Vitvi01g00426	D7T8S3	VIT_01s0011g05010
Vitvi01g00427	F6HFH5	VIT_01s0011g05020
Vitvi01g00428	A5BL15	VIT_01s0011g05030
Vitvi01g00430	D7T8S0	VIT_01s0011g05040
Vitvi01g00432	D7T8R9	VIT_01s0011g05050
Vitvi01g00434	F6HFH3	VIT_01s0011g05090
Vitvi01g00437	F6HFH3	VIT_01s0011g05090
Vitvi01g00438	D7T8R6	VIT_01s0011g05100
Vitvi01g00441	F6HFG8	VIT_01s0011g05200
Vitvi01g00442	D7T8Q7	VIT_01s0011g05210
Vitvi01g00443	F6HFG7	VIT_01s0011g05220
Vitvi01g00444	A5BXZ0	VIT_01s0011g05230
Vitvi01g00445	D7T8Q4	VIT_01s0011g05250
Vitvi01g00446	F6HFG4	VIT_01s0011g05260
Vitvi01g00447	F6HFG3	VIT_01s0011g05270
Vitvi01g00448	F6HFG2	VIT_01s0011g05280
Vitvi01g00449	D7T8Q0	VIT_01s0011g05290
Vitvi01g00450	F6HFG1	VIT_01s0011g05300
Vitvi01g00451	D7T8P7	VIT_01s0011g05330
Vitvi01g00452	F6HFF8	VIT_01s0011g05340
Vitvi01g00453	D7T8P5	VIT_01s0011g05350
Vitvi01g00454	D7T8P4	VIT_01s0011g05360
Vitvi01g00455	F6HFF7	VIT_01s0011g05370
Vitvi01g00456	F6HFF6	VIT_01s0011g05380
Vitvi01g00457	F6HFF5	VIT_01s0011g05390
Vitvi01g00458	A5BDK7	VIT_01s0011g05410
Vitvi01g00460	F6HFF3	VIT_01s0011g05420
Vitvi01g00463	D7T8N4	VIT_01s0011g05450
Vitvi01g00464		
Vitvi01g00465	D7T8N2	VIT_01s0011g05470
Vitvi01g00466	F6HFF0	VIT_01s0011g05480
Vitvi01g00467	F6HFE9	VIT_01s0011g05490
Vitvi01g00468	D7T8M9	VIT_01s0011g05500
Vitvi01g00473	D7T8M7	VIT_01s0011g05560
Vitvi01g00474	F6HFE6	VIT_01s0011g05570
Vitvi01g00475	F6HFE5	VIT_01s0011g05580
Vitvi01g00476	D7T8M4	VIT_01s0011g05590
Vitvi01g00477	F6HFE4	VIT_01s0011g05600
Vitvi01g00478	D7T8M1	VIT_01s0011g05610
Vitvi01g00479	A5B7Q8	VIT_01s0011g05630
Vitvi01g00481	F6HFE2	VIT_01s0011g05650
Vitvi01g00482	F6HFE1	VIT_01s0011g05660
Vitvi01g00483	D7T8L7	VIT_01s0011g05670
Vitvi01g00484	D7T8L6	VIT_01s0011g05690
Vitvi01g00486	F6HFD9	VIT_01s0011g05700
Vitvi01g00487	D7T8L4	VIT_01s0011g05710
Vitvi01g00488	F6HFD8	VIT_01s0011g05730
Vitvi01g00491	F6HFD7	VIT_01s0011g05740
Vitvi01g00492	F6HFD5	VIT_01s0011g05760
Vitvi01g00497	D7T8K7	VIT_01s0011g05790
Vitvi01g00498	D7T8K6	VIT_01s0011g05800
Vitvi01g00499	F6HFD3	VIT_01s0011g05810
Vitvi01g00500	D7T8K4	VIT_01s0011g05820
Vitvi01g00501	F6HFD0	VIT_01s0011g05850
Vitvi01g00502	F6HFC9	VIT_01s0011g05860
Vitvi01g00503	F6HFC8	VIT_01s0011g05870
Vitvi01g00505	F6HFC7	VIT_01s0011g05880
Vitvi01g00508	D7T8J2	VIT_01s0011g05950
Vitvi01g00509	A5AY88	VIT_01s0011g05960
Vitvi01g00511	F6HFC3	VIT_01s0011g05970
Vitvi01g00512	F6HFC1	VIT_01s0011g06000
Vitvi01g00513	D7T8I6	VIT_01s0011g06010
Vitvi01g00516	D7T8I4	VIT_01s0011g06030
Vitvi01g00517	F6HFC0	VIT_01s0011g06040
Vitvi01g00518	F6HFB9	VIT_01s0011g06050
Vitvi01g00519	D7T8I1	VIT_01s0011g06060
Vitvi01g00520	D7T8I0	VIT_01s0011g06070
Vitvi01g00521	F6HFB8	VIT_01s0011g06080
Vitvi01g00522	D7TEE0	VIT_12s0059g01330
Vitvi01g00523	F6HFB7	VIT_01s0011g06090
Vitvi01g00524	D7T8H7	VIT_01s0011g06130
Vitvi01g00525	F6HFB5	VIT_01s0011g06140
Vitvi01g00526	F6HFB4	VIT_01s0011g06150
Vitvi01g00528	F6HFB2	VIT_01s0011g06190
Vitvi01g00529	F6HFB1	VIT_01s0011g06200
Vitvi01g00530	F6HFB0	VIT_01s0011g06210
Vitvi01g00532	D7T8G7	VIT_01s0011g06240
Vitvi01g00533	D7T8G6	VIT_01s0011g06250
Vitvi01g00536	D7T8G5	VIT_01s0011g06260
Vitvi01g00537	F6HFA9	VIT_01s0011g06270
Vitvi01g00538	F6HFA8	VIT_01s0011g06280
Vitvi01g00539	D7T8G2	VIT_01s0011g06290
Vitvi01g00540	D7T8G1	VIT_01s0011g06300
Vitvi01g00541	D7T8G0	VIT_01s0011g06310
Vitvi01g00542	F6HFA7	VIT_01s0011g06320
Vitvi01g00543	D7T8F7	VIT_01s0011g06330
Vitvi01g00544	D7T8F6	VIT_01s0011g06340
Vitvi01g00545	F6HFA5	VIT_01s0011g06360
Vitvi01g00546	D7T8F4	VIT_01s0011g06370
Vitvi01g00547	F6HFA4	VIT_01s0011g06380
Vitvi01g00550	D7T8F2	VIT_01s0011g06390
Vitvi01g00552	A5ADE6	VIT_01s0011g06400
Vitvi01g00553	F6HFA2	VIT_01s0011g06410
Vitvi01g00554	F6HFA1	VIT_01s0011g06430
Vitvi01g00555	F6HFA0	VIT_01s0011g06440
Vitvi01g00556	F6HF99	VIT_01s0011g06450
Vitvi01g00557	F6HF97	VIT_01s0011g06470
Vitvi01g00558	D7T8E4	VIT_01s0011g06500
Vitvi01g00561	D7T8E1	VIT_01s0011g06540
Vitvi01g00562	D7T8E0	VIT_01s0011g06550
Vitvi01g00563	F6HF91	VIT_01s0011g06560
Vitvi01g00566	D7T8D8	VIT_01s0011g06570
Vitvi01g00567	D7T8D7	VIT_01s0011g06580
Vitvi01g00568	F6HF90	VIT_01s0011g06600
Vitvi01g00571	F6HEU1	VIT_01s0011g06620
Vitvi01g00572	A5AL04	VIT_01s0011g06630
Vitvi01g00573	D7T8D1	VIT_01s0011g06640
Vitvi01g00574	D7T8D0	VIT_01s0011g06650
Vitvi01g00577	F6GVL2	VIT_01s0137g00030
Vitvi01g00578	D7SMG8	VIT_01s0137g00050
Vitvi01g00579	D7SMG7	VIT_01s0137g00060
Vitvi01g00587	F6GVK2	VIT_01s0137g00180
Vitvi01g00588	F6GVK0	VIT_01s0137g00200
Vitvi01g00589	F6GVJ9	VIT_01s0137g00210
Vitvi01g00590	D7SMF9	VIT_01s0137g00220
Vitvi01g00591	D7SMF8	VIT_01s0137g00230
Vitvi01g00593	D7SMF7	VIT_01s0137g00240
Vitvi01g00594	F6H5B8	VIT_12s0028g00350
Vitvi01g00595	F6GVJ6	VIT_01s0137g00270
Vitvi01g00596	F6GVJ5	VIT_01s0137g00280
Vitvi01g00598	F6GVJ4	VIT_01s0137g00290
Vitvi01g00599	F6GVJ3	VIT_01s0137g00300
Vitvi01g00600	D7SMF1	VIT_01s0137g00310
Vitvi01g00603	D7SME9	VIT_01s0137g00330
Vitvi01g00604	F6GVP7	VIT_01s0137g00340
Vitvi01g00605	F6GVP6	VIT_01s0137g00350
Vitvi01g00608	F6GVP5	VIT_01s0137g00360
Vitvi01g00609	F6GVP3	VIT_01s0137g00380
Vitvi01g00610	D7SME4	VIT_01s0137g00390
Vitvi01g00611	F6GVP2	VIT_01s0137g00400
Vitvi01g00612	F6GVP1	VIT_01s0137g00410
Vitvi01g00613	F6GVN9	VIT_01s0137g00440
Vitvi01g00614	D7SMD7	VIT_01s0137g00460
Vitvi01g00616	F6GVN4	VIT_01s0137g00500
Vitvi01g00617	F6GVN3	VIT_01s0137g00510
Vitvi01g00619	F6GVN0	VIT_01s0137g00550
Vitvi01g00620	F6GVN0	VIT_01s0137g00550
Vitvi01g00621	F6GVM9	VIT_01s0137g00560
Vitvi01g00623	D7SMD0	VIT_01s0137g00580
Vitvi01g00625	D7SMC8	VIT_01s0137g00590
Vitvi01g00626	F6GVM8	VIT_01s0137g00600
Vitvi01g00627	D7SMC6	VIT_01s0137g00610
Vitvi01g00628	D7SMC5	VIT_01s0137g00620
Vitvi01g00629	F6GVM7	VIT_01s0137g00630
Vitvi01g00630	F6GVM6	VIT_01s0137g00640
Vitvi01g00631	D7SMC3	VIT_01s0137g00650
Vitvi01g00632	F6GVM4	VIT_01s0137g00670
Vitvi01g00633	F6GVM2	VIT_01s0137g00690
Vitvi01g00634	D7SMB9	VIT_01s0137g00700
Vitvi01g00635	D7SMB8	VIT_01s0137g00710
Vitvi01g00636	D7SMB7	VIT_01s0137g00720
Vitvi01g00637	D7SMB6	VIT_01s0137g00730
Vitvi01g00638	F6GVM1	VIT_01s0137g00740
Vitvi01g00639	F6GVM0	VIT_01s0137g00750
Vitvi01g00640	D7SMB3	VIT_01s0137g00760
Vitvi01g00641	F6GVL9	VIT_01s0137g00770
Vitvi01g00642	F6GVL6	VIT_01s0137g00810
Vitvi01g00644	F6GVL5	VIT_01s0137g00820
Vitvi01g00646	F6GZ12	VIT_00s0291g00050
Vitvi01g00647	F6GZ13	VIT_00s0291g00060
Vitvi01g00648	F6GZ14	VIT_00s0291g00070
Vitvi01g00649	F6GZ16	VIT_00s0291g00090
Vitvi01g00650	F6GZ17	VIT_00s0291g00100
Vitvi01g00652	F6H7X2	VIT_00s0225g00010
Vitvi01g00653	F6H7X6	VIT_00s0225g00050
Vitvi01g00655	F6H7W6	VIT_00s0225g00060
Vitvi01g00656	D7SYR2	VIT_00s0225g00070
Vitvi01g00657	D7SYR3	VIT_00s0225g00080
Vitvi01g00658	D7SYR4	VIT_00s0225g00090
Vitvi01g00659	F6H7W7	VIT_00s0225g00100
Vitvi01g00660	F6H7W8	VIT_00s0225g00110
Vitvi01g00662	D7SYR7	VIT_00s0225g00130
Vitvi01g00663	D7SYR8	VIT_00s0225g00140
Vitvi01g00664	D7SYR9	VIT_00s0225g00150
Vitvi01g00665	D7SYS0	VIT_00s0225g00160
Vitvi01g00666	D7SYS1	VIT_00s0225g00170
Vitvi01g00668	F6H7X0	VIT_00s0225g00180
Vitvi01g00669	D7SYS4	VIT_00s0225g00220
Vitvi01g00672	D7SYS5	VIT_00s0225g00230
Vitvi01g00674	D7SYZ3	VIT_00s0394g00030
Vitvi01g00675	F6H851	VIT_00s0394g00020
Vitvi01g00676	F6HHT2	VIT_01s0127g00010
Vitvi01g00680	D7TDL3	VIT_01s0127g00050
Vitvi01g00681	D7TDL2	VIT_01s0127g00060
Vitvi01g00682	F6HHT1	VIT_01s0127g00070
Vitvi01g00685	F6HHS9	VIT_01s0127g00130
Vitvi01g00687	D7TDK5	VIT_01s0127g00140
Vitvi01g00688	D7TDK4	MENG
Vitvi01g00693	F6HHS7	VIT_01s0127g00200
Vitvi01g00694	D7TDJ7	VIT_01s0127g00210
Vitvi01g00695	F6HHS6	VIT_01s0127g00220
Vitvi01g00696	D7TDJ5	VIT_01s0127g00230
Vitvi01g00697	F6HHS4	VIT_01s0127g00250
Vitvi01g00698	D7TDJ3	VIT_01s0127g00260
Vitvi01g00700	D7TDJ2	VIT_01s0127g00270
Vitvi01g00701	D7TDJ0	VIT_01s0127g00290
Vitvi01g00703	D7TDI7	VIT_01s0127g00330
Vitvi01g00704	D7TDI5	VIT_01s0127g00350
Vitvi01g00705	F6HHW0	VIT_01s0127g00360
Vitvi01g00706	A5BWV3	VIT_01s0127g00380
Vitvi01g00710	F6HHV8	VIT_01s0127g00400
Vitvi01g00711	D7TDH8	VIT_01s0127g00420
Vitvi01g00712	D7TDH7	VIT_01s0127g00430
Vitvi01g00714	F6HHV4	GolS4
Vitvi01g00715	F6HHV3	VIT_01s0127g00480
Vitvi01g00716	D7TDH2	VIT_01s0127g00490
Vitvi01g00717	D7TDH1	VIT_01s0127g00500
Vitvi01g00719	F6HHV2	VIT_01s0127g00520
Vitvi01g00722	F6HHU5	VIT_01s0127g00600
Vitvi01g00723	F6HHU4	VIT_01s0127g00610
Vitvi01g00729	F6HHU3	VIT_01s0127g00680
Vitvi01g00730	F6HHU2	VIT_01s0127g00690
Vitvi01g00732	F6HHU1	VIT_01s0127g00700
Vitvi01g00733	D7TDF2	VIT_01s0127g00710
Vitvi01g00735	D7TDF1	VIT_01s0127g00720
Vitvi01g00738	F6HHU0	VIT_01s0127g00740
Vitvi01g00739	D7TDE8	VIT_01s0127g00750
Vitvi01g00741	D7TDE5	VIT_01s0127g00780
Vitvi01g00742	D7TDE4	VIT_01s0127g00800
Vitvi01g00744	D7TDE2	VIT_01s0127g00840
Vitvi01g00745	F6HHT8	VIT_01s0127g00850
Vitvi01g00746	F6HHT7	VIT_01s0127g00860
Vitvi01g00747	F6HHT6	VIT_01s0127g00870
Vitvi01g00752	F6HHT4	VIT_01s0127g00910
Vitvi01g00770	F6HPP3	VIT_01s0026g00030
Vitvi01g00772	F6HPP2	VIT_01s0026g00040
Vitvi01g00773	D7TNS3	VIT_01s0026g00050
Vitvi01g00775	D7TWR0	VIT_14s0066g01390
Vitvi01g00776	F6HPN8	VIT_01s0026g00130
Vitvi01g00777	F6HPN7	VIT_01s0026g00140
Vitvi01g00779	F6HPN6	VIT_01s0026g00150
Vitvi01g00780	F6HPN4	VIT_01s0026g00170
Vitvi01g00781	D7TNR4	VIT_01s0026g00180
Vitvi01g00782	D7TNR3	VIT_01s0026g00190
Vitvi01g00784	D7TNR2	VIT_01s0026g00200
Vitvi01g00785	F6HPN3	VIT_01s0026g00210
Vitvi01g00787	F6HPN2	VIT_01s0026g00220
Vitvi01g00788	F6HPN1	VIT_01s0026g00230
Vitvi01g00789	D7TNQ7	VIT_01s0026g00240
Vitvi01g00790	F6HDB6	VIT_00s0809g00010
Vitvi01g00791	F6HPM9	VIT_01s0026g00260
Vitvi01g00792	F6HPM8	VIT_01s0026g00270
Vitvi01g00793	F6HPM7	VIT_01s0026g00280
Vitvi01g00797	D7TNP9	VIT_01s0026g00310
Vitvi01g00798	F6HPM5	VIT_01s0026g00320
Vitvi01g00799	D7TNP7	VIT_01s0026g00330
Vitvi01g00800	D7TNP6	VIT_01s0026g00340
Vitvi01g00801	F6HPM4	VIT_01s0026g00350
Vitvi01g00803	D7TNP4	VIT_01s0026g00360
Vitvi01g00810	D7TNP4	VIT_01s0026g00360
Vitvi01g00812	F6HPL2	VIT_01s0026g00520
Vitvi01g00813	D7TNN5	VIT_01s0026g00530
Vitvi01g00814	D7TNN4	VIT_01s0026g00540
Vitvi01g00815	D7TNN2	VIT_01s0026g00550
Vitvi01g00816	D7TNN1	VIT_01s0026g00570
Vitvi01g00817	D7TNN0	VIT_01s0026g00580
Vitvi01g00818	F6HPL0	VIT_01s0026g00590
Vitvi01g00819	F6HPK8	VIT_01s0026g00610
Vitvi01g00821	D7TNM7	VIT_01s0026g00620
Vitvi01g00822	F6HPK7	VIT_01s0026g00630
Vitvi01g00823	D7TNM5	VIT_01s0026g00640
Vitvi01g00824	D7TNM4	VIT_01s0026g00650
Vitvi01g00825	D7TNM3	VIT_01s0026g00670
Vitvi01g00826	D7TNM2	VIT_01s0026g00680
Vitvi01g00830	D7TNL8	VIT_01s0026g00710
Vitvi01g00831	D7TNL7	VIT_01s0026g00720
Vitvi01g00832	D7TNL6	VIT_01s0026g00730
Vitvi01g00833	D7TNL5	VIT_01s0026g00740
Vitvi01g00836	F6HPK2	VIT_01s0026g00800
Vitvi01g00842	F6HPK1	VIT_01s0026g00810
Vitvi01g00844	F6HPJ9	VIT_01s0026g00830
Vitvi01g00845	D7TNK9	VIT_01s0026g00850
Vitvi01g00846	F6HPJ8	VIT_01s0026g00860
Vitvi01g00849	F6HPJ7	VIT_01s0026g00880
Vitvi01g00850	F6HPJ5	VIT_01s0026g00900
Vitvi01g00852	D7TNK5	VIT_01s0026g00920
Vitvi01g00853	D7TNK4	VIT_01s0026g00930
Vitvi01g00857	D7TNK3	VIT_01s0026g00940
Vitvi01g00858	F6HPJ3	VIT_01s0026g00950
Vitvi01g00859	D7TNK1	VIT_01s0026g00960
Vitvi01g00860	F6HPJ2	VIT_01s0026g00980
Vitvi01g00861	F6HPJ1	VIT_01s0026g00990
Vitvi01g00862	D7TNJ6	VIT_01s0026g01000
Vitvi01g00864	F6HPI9	VIT_01s0026g01020
Vitvi01g00865	D7TNJ2	VIT_01s0026g01040
Vitvi01g00867	A5C631	VIT_01s0026g01050
Vitvi01g00868	F6HPI7	VIT_01s0026g01060
Vitvi01g00869	F6HPI6	VIT_01s0026g01070
Vitvi01g00870	D7TNI8	VIT_01s0026g01080
Vitvi01g00873	F6HPI4	VIT_01s0026g01120
Vitvi01g00875	F6HPI4	VIT_01s0026g01120
Vitvi01g00876	F6HPI2	VIT_01s0026g01140
Vitvi01g00877	D7TNI1	VIT_01s0026g01170
Vitvi01g00878	D7TNI0	VIT_01s0026g01190
Vitvi01g00879	F6HPI0	VIT_01s0026g01200
Vitvi01g00882	F6HPH6	VIT_01s0026g01240
Vitvi01g00883	F6HPH5	VIT_01s0026g01250
Vitvi01g00884	F6HPH4	VIT_01s0026g01280
Vitvi01g00885	F6HPH3	VIT_01s0026g01290
Vitvi01g00886	D7TNG9	VIT_01s0026g01300
Vitvi01g00889	F6HPH1	VIT_01s0026g01340
Vitvi01g00893	F6HPG7	VIT_01s0026g01380
Vitvi01g00898	D7TNG4	VIT_01s0026g01400
Vitvi01g00900	F6HPG5	VIT_01s0026g01420
Vitvi01g00902	F6HPG4	VIT_01s0026g01430
Vitvi01g00903	F6HPG3	VIT_01s0026g01440
Vitvi01g00906	F6HPG2	VIT_01s0026g01450
