PN40024_genotype_ENSMBL_ID	UniProt	GCA_030704535.1_NCBI_ID	Chromosome	Start	End	Transcription_pattern	Athaliana_TAIR10_homolog	homology	TAIR10	Athal.common.NAme	locus_tag
Vitvi00g04376	F6I7J9	VIT_00s0634g00030	Un	6618380	6621372	EEE EEE EEE	NP_196591.2 leucine-rich repeat transmembrane protein kiNAse family protein [Arabidopsis thaliana]	61.429	NP_196591.2		AT5G10290
Vitvi00g04379	F6HQW6	VIT_08s0040g02930	Un	6661235	6661630	EEE EEE EEE	NP_001319691.1 nuclear factor kappa-B-binding-like protein [Arabidopsis thaliana]	55.844	NP_001319691.1		AT3G45830
Vitvi00g04383	F6I4Q5	VIT_14s0060g01660	Un	6679596	6683649	EEE EEE EEE	NP_565937.1 PRP38 family protein [Arabidopsis thaliana]	86.047	NP_565937.1		AT2G40650
Vitvi00g04386	F6I4Q5	VIT_14s0060g01660	Un	6691583	6695913	EEE EEE EEE	NP_565937.1 PRP38 family protein [Arabidopsis thaliana]	84.239	NP_565937.1		AT2G40650
Vitvi00g04388			Un	6721099	6721774	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04397	F6H3F5	VIT_04s0008g04200	Un	6753375	6757470	EEE EEE EEE	NP_197941.1 DNA ligase (DUF630 and DUF632) [Arabidopsis thaliana]	61.395	NP_197941.1		AT5G25590
Vitvi00g04400	D7SUH6	VIT_04s0008g04220	Un	6782828	6787259	EEE EEE EEE	NP_194992.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	73.881	NP_194992.1	AME3	AT4G32660
Vitvi00g04407	F6HP16	VIT_16s0100g01190	Un	6919051	6923840	EEE EEE EEE	NP_196897.1 Chalcone and stilbene synthase family protein [Arabidopsis thaliana]	69.626	NP_196897.1	TT4	AT5G13930
Vitvi00g04411	F6H7X8	VIT_02s0236g00020	Un	6959556	6960185	EEE EDE EEE	NP_001078488.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]	27.273	NP_001078488.1		AT4G33550
Vitvi00g04412	F6H7X9	VIT_02s0236g00030	Un	6963971	6964653	EEE EEE EDE	NP_001078488.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]	28.44	NP_001078488.1		AT4G33550
Vitvi00g04413			Un	6967982	6968593	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04415	F6HD05	VIT_00s0173g00220	Un	7014876	7016041	EEE EEE EEE	NP_001321151.1 mediator of RNA polymerase II transcription subunit 15a-like protein [Arabidopsis thaliana]	63.636	NP_001321151.1	NRB4	AT1G15780
Vitvi00g04416	F6HIZ7	VIT_13s0047g00870	Un	7029173	7031745	EEE EEE EEE	NP_196419.1 RPA70-kDa subunit B [Arabidopsis thaliana]	52.427	NP_196419.1	RPA70B	AT5G08020
Vitvi00g04421	F6HX39	VIT_09s0002g05110	Un	7085018	7086358	EEE EEE EEE	NP_085498.1 hypothetical protein ArthMp028 (mitochondrion) [Arabidopsis thaliana]	43.86	NP_085498.1		
Vitvi00g04434			Un	7153355	7153630	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04448	D7UEC8	VIT_07s0151g00140	Un	7175462	7177087	EEE EEE EEE	NP_201560.1 NADH-ubiquinone oxidoreductase-like protein [Arabidopsis thaliana]	75.758	NP_201560.1	FRO1	AT5G67590
Vitvi00g04449	F6HD90	VIT_00s0823g00020	Un	7177425	7198149	EUU EUE EUE	NP_179875.2 N-acetyl-l-glutamate synthase 1 [Arabidopsis thaliana]	70.518	NP_179875.2	NAGS1	AT2G22910
Vitvi00g04451	D7TZ11	VIT_00s1343g00010	Un	7214483	7217675	EEE EEE EEE	NP_174407.1 Formyl transferase [Arabidopsis thaliana]	74.074	NP_174407.1		AT1G31220
Vitvi00g04452	F6HD81	VIT_00s0598g00040	Un	7220221	7224855	EEE EEE EEE	NP_193963.2 golgin family A protein [Arabidopsis thaliana]	55.285	NP_193963.2		AT4G22320
Vitvi00g04453	F6I7N1	VIT_00s0981g00010	Un	7226460	7232956	EEE EEE EEE	NP_193962.1 Uncharacterized protein family (UPF0041) [Arabidopsis thaliana]	88.889	NP_193962.1		AT4G22310
Vitvi00g04454	F6HRV9	VIT_00s0515g00010	Un	7234160	7238257	EEE EEE EEE	NP_193961.3 carboxylesterase [Arabidopsis thaliana]	70.616	NP_193961.3	SOBER1	AT4G22300
Vitvi00g04455	F6HRV9	VIT_00s0515g00010	Un	7238950	7242296	EEE EEE EEE	NP_193961.3 carboxylesterase [Arabidopsis thaliana]	71.486	NP_193961.3	SOBER1	AT4G22300
Vitvi00g04462	F6HSS7	VIT_07s0129g00020	Un	7327993	7328648	EEE EEE EEE	NP_190557.1 glycosyl hydrolase family protein 43 [Arabidopsis thaliana]	70.677	NP_190557.1		AT3G49880
Vitvi00g04463	F6HSK0	VIT_14s0006g01200	Un	7360870	7368053	EEE EUE EUE	NP_566761.1 ralf-like 26 [Arabidopsis thaliana]	37.333	NP_566761.1	RALFL26	AT3G25170
Vitvi00g04469	F6HBW0	VIT_09s0018g00780	Un	7471079	7476536	EEE EEE EEE	NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana]	30.049	NP_181039.1		AT2G34930
Vitvi00g04470	D7SS40	VIT_09s0054g00370	Un	7486350	7508185	EEE EEE EEE	NP_175570.1 alpha-mannosidase 1 [Arabidopsis thaliana]	81.098	NP_175570.1	MNS1	AT1G51590
Vitvi00g04471			Un	7515357	7515946	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04472	F6I7Q8	VIT_00s2304g00010	Un	7538745	7540352	EEE EEE EEE	NP_190486.2 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	64.815	NP_190486.2	EMB2261	AT3G49170
Vitvi00g04473	F6HAL3	VIT_16s0022g01710	Un	7549574	7556430	EEE EEE EEE	NP_172338.5 Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Arabidopsis thaliana]	41.429	NP_172338.5	PKDM7D	AT1G08620
Vitvi00g04474			Un	7556447	7556704	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04483	E0CV24	VIT_16s0050g00400	Un	7640437	7641275	EEE EEE EEE	NP_200052.1 PAR1 protein [Arabidopsis thaliana]	60.894	NP_200052.1		AT5G52390
Vitvi00g04484			Un	7645817	7646441	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04485	E0CV25	VIT_16s0050g00390	Un	7647970	7651632	EEE EEE EEE	NP_190468.1 AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana]	67.837	NP_190468.1	AAE3	AT3G48990
Vitvi00g04486	F6H6N2	VIT_16s0050g00380	Un	7652544	7654349	EEE EEE EEE	NP_568437.1 tubulin beta 8 [Arabidopsis thaliana]	97.55	NP_568437.1	TUB8	AT5G23860
Vitvi00g04488	F6I221	VIT_00s0207g00060	Un	7673898	7678120	EEE EEE EEE	NP_180718.2 INO80 complex subunit D-like protein [Arabidopsis thaliana]	45.238	NP_180718.2		AT2G31600
Vitvi00g04489	F6HCV4	VIT_00s0194g00110	Un	7679587	7688868	EEE EEE EEE	NP_198495.1 Haloacid dehalogeNAse-like hydrolase (HAD) superfamily protein [Arabidopsis thaliana]	79.452	NP_198495.1		AT5G36790
Vitvi00g04490	D7U8X0	VIT_05s0124g00560	Un	7690722	7703630	EEE EEE EEE	NP_850721.1 UDP-galactose transporter 6 [Arabidopsis thaliana]	77.315	NP_850721.1	UTR6	AT3G59360
Vitvi00g04491	F6HEJ2	VIT_19s0090g00270	Un	7724270	7726569	EEE EEE EEE	NP_194431.3 ribosome 60S biogenesis amino-termiNAl protein [Arabidopsis thaliana]	39.474	NP_194431.3	EMB2788	AT4G27010
Vitvi00g04492	D7SS62	VIT_09s0054g00060	Un	7783790	7785748	EEE EEE EEE	NP_001077863.1 Ribosomal protein L30/L7 family protein [Arabidopsis thaliana]	78.182	NP_001077863.1		AT2G01250
Vitvi00g04497	F6GZ95	VIT_00s0347g00060	Un	7810069	7813438	EEE EEE EEE	NP_172597.3 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	37.429	NP_172597.3		AT1G11300
Vitvi00g04498	F6GZ98	VIT_00s0347g00110	Un	7814410	7814721	EED DEE EEE	NP_564777.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	44.928	NP_564777.1		AT1G61500
Vitvi00g04499	F6GZ97	VIT_00s0347g00080	Un	7814752	7816681	EED DEE EEE	NP_001320487.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	43.496	NP_001320487.1		AT1G11330
Vitvi00g04500	D7UDR1	VIT_00s0203g00220	Un	7817212	7819664	EED DDE EEE	NP_001321939.1 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	47.407	NP_001321939.1		AT1G11300
Vitvi00g04501	F6I7L1	VIT_00s0762g00010	Un	7823755	7825459	EEE DDE EEE	NP_172597.3 G-type lectin S-receptor-like Serine/Threonine-kiNAse [Arabidopsis thaliana]	50.495	NP_172597.3		AT1G11300
Vitvi00g04503	A5ARZ8	VIT_00s0347g00040	Un	7834373	7834993	EEE EEE EEE	NP_200260.1 pinoid-binding protein 1 [Arabidopsis thaliana]	62.264	NP_200260.1	PBP1	AT5G54490
Vitvi00g04504	F6HCL2	VIT_11s0149g00300	Un	7837289	7840145	EEE EEE EEE	NP_001328557.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 16 [Arabidopsis thaliana]	55.116	NP_001328557.1	CRK16	AT4G23240
Vitvi00g04505	F6HWU5	VIT_00s0540g00020	Un	7840279	7848530	EEU EEE EEU	NP_001319904.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 34 [Arabidopsis thaliana]	55.49	NP_001319904.1	CRK34	AT4G11530
Vitvi00g04507	F6HCL2	VIT_11s0149g00300	Un	7860082	7863629	EEE EEE EEE	NP_001328557.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 16 [Arabidopsis thaliana]	51.039	NP_001328557.1	CRK16	AT4G23240
Vitvi00g04508	F6HWU7	VIT_00s0540g00050	Un	7867698	7869147	EED EEE EED	NP_193716.1 Glycosyl hydrolase family protein with chitiNAse insertion domain-containing protein [Arabidopsis thaliana]	61.404	NP_193716.1	ChiC	AT4G19810
Vitvi00g04509	F6I661	VIT_15s0046g01970	Un	7877783	7879204	EEE EEE EEE	NP_565540.4 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana]	43.191	NP_565540.4		AT2G22590
Vitvi00g04517	F6HXY6	VIT_09s0002g01610	Un	7910750	7911034	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04518	F6I330	VIT_15s0048g01650	Un	7912097	7912630	EEE EEE EEE	NP_182078.1 WD-40 repeat family protein / beige-like protein [Arabidopsis thaliana]	54.494	NP_182078.1		AT2G45540
Vitvi00g04520	D7TT75	VIT_07s0129g00200	Un	7941052	7942701	EEE EEE EEE	NP_195478.2 cyclin d5;1 [Arabidopsis thaliana]	37.464	NP_195478.2	CYCD5;1	AT4G37630
Vitvi00g04521	F6HST6	VIT_07s0129g00190	Un	7951563	7957406	EEE EEE EEE	NP_001322301.1 ARM repeat superfamily protein [Arabidopsis thaliana]	53.327	NP_001322301.1	HEB1	AT1G64960
Vitvi00g04522	F6HST5	VIT_07s0129g00180	Un	7958701	7963662	EDE EDE EDE	NP_195479.1 calcium ATPase 2 [Arabidopsis thaliana]	80.606	NP_195479.1	ACA2	AT4G37640
Vitvi00g04523	F6H5Z5	VIT_14s0036g00990	Un	7966562	7968172	EEE EEE EEE	NP_849301.4 polyubiquitin 10 [Arabidopsis thaliana]	87.626	NP_849301.4	UBQ10	AT4G05320
Vitvi00g04526	F6HRK4	VIT_00s0267g00020	Un	8016217	8016690	EEE EEE EEE	NP_176170.1 dyNAmin-like 3 [Arabidopsis thaliana]	68.59	NP_176170.1	DL3	AT1G59610
Vitvi00g04527	F6HP70	VIT_16s0100g00370	Un	8025270	8051956	EEE EEE EEE	NP_172913.1 valyl-tRNA synthetase / valine-tRNA ligase (VALRS) [Arabidopsis thaliana]	71.895	NP_172913.1	TWN2	AT1G14610
Vitvi00g04531	D7T5B6	VIT_00s0211g00070	Un	8184471	8201721	EEE EEE EEE	NP_195506.1 serine transhydroxymethyltransferase 1 [Arabidopsis thaliana]	86.293	NP_195506.1	SHM1	AT4G37930
Vitvi00g04534			Un	8218612	8218935	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04555			Un	8353936	8355219	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04557	F6HWT9	VIT_00s0580g00020	Un	8409364	8409845	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04558	F6HD99	VIT_00s0227g00170	Un	8466309	8467547	EEE EEE EEE	NP_563994.1 syntaxin of plants 51 [Arabidopsis thaliana]	72.436	NP_563994.1	SYP51	AT1G16240
Vitvi00g04561	F6GW22	VIT_18s0089g00260	Un	8517525	8518961	EEE EEE EEE	NP_177298.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	44.557	NP_177298.1		AT1G71420
Vitvi00g04562			Un	8519143	8519478	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04563	F6HLL9	VIT_08s0007g06040	Un	8569142	8570092	EEE EDE EEE	NP_191286.1 beta-1,3-glucaNAse 1 [Arabidopsis thaliana]	60.44	NP_191286.1	BG1	AT3G57270
Vitvi00g04564	F6HLL8	VIT_08s0007g06060	Un	8571844	8573062	EEE EEE EDE	NP_191283.2 beta-1,3-glucaNAse 3 [Arabidopsis thaliana]	64.968	NP_191283.2	BG3	AT3G57240
Vitvi00g04567			Un	8678528	8682237	EEE EEE EDE	a match not found in blastP with e-value<0.000001				
Vitvi00g04568	F6HCY3	VIT_00s0233g00030	Un	8682418	8684766	EEE EEE EEE	NP_193990.1 Haloacid dehalogeNAse-like hydrolase (HAD) superfamily protein [Arabidopsis thaliana]	68.052	NP_193990.1	TPPG	AT4G22590
Vitvi00g04569	D7T5J5	VIT_00s0233g00020	Un	8686080	8701661	EEE EEE EEE	NP_563900.1 Aldolase superfamily protein [Arabidopsis thaliana]	75.369	NP_563900.1		AT1G12230
Vitvi00g04570	F6HCY2	VIT_00s0233g00010	Un	8702479	8703534	EEE EEE EEE	NP_563901.1 Glycosyl hydrolases family 32 protein [Arabidopsis thaliana]	37.984	NP_563901.1	ATBETAFRUCT4	AT1G12240
Vitvi00g04573	F6HWU3	VIT_00s0561g00030	Un	8777553	8782887	EEE EEE EEE	NP_176287.3 U2 snRNP auxilliary factor, large subunit, splicing factor [Arabidopsis thaliana]	61.111	NP_176287.3		AT1G60900
Vitvi00g04581	E0CVX1	VIT_00s0181g00050	Un	8890416	8891572	EEU EEE EEE	NP_193881.1 transmembrane protein [Arabidopsis thaliana]	47.085	NP_193881.1		AT4G21500
Vitvi00g04582	D7TD10	VIT_12s0057g00250	Un	8895374	8903662	EEE EEE EEE	NP_567283.1 NAD(P)H dehydrogeNAse B2 [Arabidopsis thaliana]	76.541	NP_567283.1	NDB2	AT4G05020
Vitvi00g04583	F6HRX5	VIT_00s0539g00010	Un	8919723	8924243	EEE EEE EEE	NP_196591.2 leucine-rich repeat transmembrane protein kiNAse family protein [Arabidopsis thaliana]	75.962	NP_196591.2		AT5G10290
Vitvi00g04584	F6I7J9	VIT_00s0634g00030	Un	8935027	8938207	EEE EDE EDE	NP_196591.2 leucine-rich repeat transmembrane protein kiNAse family protein [Arabidopsis thaliana]	85.593	NP_196591.2		AT5G10290
Vitvi00g04585	F6HTW6	VIT_14s0030g01240	Un	8938253	8941402	EEE EEE EEE	NP_567135.1 F-box/RNI-like superfamily protein [Arabidopsis thaliana]	74.01	NP_567135.1	TIR1	AT3G62980
Vitvi00g04586	F6HD55	VIT_00s0587g00010	Un	8960494	8970089	EEE EEE EEE	NP_196419.1 RPA70-kDa subunit B [Arabidopsis thaliana]	72.449	NP_196419.1	RPA70B	AT5G08020
Vitvi00g04587	F6HD55	VIT_00s0587g00010	Un	8970112	8971498	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04594	D7T371	VIT_13s0064g00270	Un	9055330	9057596	EEE EEE EEE	NP_197445.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]	67.052	NP_197445.1		AT5G19440
Vitvi00g04595	F6GZE8	VIT_00s0639g00010	Un	9064772	9068132	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04596	F6H7Y8	VIT_00s0409g00040	Un	9085293	9087525	EEE EEE EEE	NP_001329086.1 S-locus lectin protein kiNAse family protein [Arabidopsis thaliana]	58.103	NP_001329086.1		AT4G11900
Vitvi00g04597	F6I7G7	VIT_00s0398g00010	Un	9090637	9091230	EEE EEE EEE	NP_566697.1 Receptor-like protein kiNAse-related family protein [Arabidopsis thaliana]	31.841	NP_566697.1		AT3G22060
Vitvi00g04598	D6CH11	VIT_07s0005g05580	Un	9099744	9099995	EEE UEE EEE	NP_568662.1 O-acetyltransferase family protein [Arabidopsis thaliana]	79.412	NP_568662.1	RWA1	AT5G46340
Vitvi00g04599	D7UE53	VIT_00s0398g00060	Un	9102976	9105916	EEE EEE EEE	NP_001320020.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 29 [Arabidopsis thaliana]	52.651	NP_001320020.1	CRK29	AT4G21410
Vitvi00g04602	F6HLT3	VIT_10s0003g03850	Un	9233905	9240403	EEE EEE EEE	NP_567552.2 DEGP protease 5 [Arabidopsis thaliana]	76.471	NP_567552.2	DEG5	AT4G18370
Vitvi00g04604	F6HLT4	VIT_10s0003g03860	Un	9244506	9251038	EEE EEE EEE	NP_199431.1 RNA-binding KH domain-containing protein [Arabidopsis thaliana]	61.47	NP_199431.1		AT5G46190
Vitvi00g04605	F6I456	VIT_18s0041g01890	Un	9278945	9282283	EEE EEE EEE	NP_683291.2 transmembrane protein [Arabidopsis thaliana]	51.456	NP_683291.2		AT1G09645
Vitvi00g04606	F6I455	VIT_18s0041g01900	Un	9282307	9293423	EEE EEE EEE	NP_563848.1 Translation elongation factor EF1B, gamma chain [Arabidopsis thaliana]	76.887	NP_563848.1		AT1G09640
Vitvi00g04607	D7U7V6	VIT_15s0048g00540	Un	9303916	9314069	EEE EEE EEE	NP_182045.1 golgi sNAre 12 [Arabidopsis thaliana]	88.285	NP_182045.1	GOS12	AT2G45200
Vitvi00g04609	F6HEC0	VIT_16s0039g01300	Un	9331907	9332833	EEE EEE EEE	NP_190894.1 phenylalanine ammonia-lyase 2 [Arabidopsis thaliana]	84.74	NP_190894.1	PAL2	AT3G53260
Vitvi00g04610	D6CH15	VIT_00s0642g00010	Un	9359984	9361137	EEE EEE EEE	NP_566305.1 carboxyl terminus of HSC70-interacting protein [Arabidopsis thaliana]	64.151	NP_566305.1	CHIP	AT3G07370
Vitvi00g04611	F6HUW8	VIT_14s0066g00750	Un	9369519	9370570	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04616	F6HX68	VIT_09s0002g05590	Un	9488369	9489452	EEE EEE EEE	NP_173005.1 pleiotropic drug resistance 12 [Arabidopsis thaliana]	71.218	NP_173005.1	ABCG40	AT1G15520
Vitvi00g04617	F6HX67	VIT_09s0002g05570	Un	9489532	9494586	EEE EEE EEE	NP_001323077.1 pleiotropic drug resistance 12 [Arabidopsis thaliana]	73.526	NP_001323077.1	ABCG40	AT1G15520
Vitvi00g04619	F6H881	VIT_00s0687g00020	Un	9539308	9539592	EEE EEE EEE	NP_187896.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygeNAse superfamily protein [Arabidopsis thaliana]	68.085	NP_187896.1		AT3G12900
Vitvi00g04620	D7U6I2	VIT_00s0207g00110	Un	9548159	9551704	EEE EEE EEE	NP_564851.1 antigen receptor-like protein (DUF565) [Arabidopsis thaliana]	73.171	NP_564851.1	NPQ7	AT1G65420
Vitvi00g04621	D7U6I1	VIT_00s0207g00100	Un	9552542	9557738	EEE EEE EEE	NP_566200.1 Calcineurin-like metallo-phosphoesterase superfamily protein [Arabidopsis thaliana]	62.429	NP_566200.1		AT3G03305
Vitvi00g04622	F6I222	VIT_00s0207g00090	Un	9557747	9566009	EEE EEE EEE	NP_176722.2 IBR domain-containing protein [Arabidopsis thaliana]	79.672	NP_176722.2	ARI8	AT1G65430
Vitvi00g04624	F6I0K4	VIT_04s0044g00020	Un	9639352	9644387	EEE EEE EEE	NP_195235.1 catalase 2 [Arabidopsis thaliana]	83.061	NP_195235.1	CAT2	AT4G35090
Vitvi00g04625	F6HRY3	VIT_00s0992g00010	Un	9655851	9657752	EEE EEE EEE	NP_193920.1 zinc finger MYND domain protein [Arabidopsis thaliana]	71.825	NP_193920.1		AT4G21890
Vitvi00g04629	F6I530	VIT_19s0015g00050	Un	9697846	9704025	EEE EEE EEE	NP_187915.1 multidrug resistance-associated protein 3 [Arabidopsis thaliana]	63.077	NP_187915.1	ABCC3	AT3G13080
Vitvi00g04630	F6I530	VIT_19s0015g00050	Un	9708132	9718147	EEE EEE EEE	NP_850575.1 multidrug resistance-associated protein 3 [Arabidopsis thaliana]	59.706	NP_850575.1	ABCC3	AT3G13080
Vitvi00g04632	F6HYH6	VIT_04s0159g00020	Un	9731115	9732536	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04633			Un	9732624	9732932	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04634	F6I6S6	VIT_18s0122g01440	Un	9744534	9746835	EED DDD EEE	NP_179356.1 AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana]	70.951	NP_179356.1		AT2G17650
Vitvi00g04636	F6I272	VIT_04s0210g00080	Un	9753678	9755857	EEE EEE EDE	NP_566951.1 Calcium-dependent phosphotriesterase superfamily protein [Arabidopsis thaliana]	56.51	NP_566951.1	YLS2	AT3G51430
Vitvi00g04638	F6GZC9	VIT_00s0729g00010	Un	9859388	9859648	EEE EEE EEE	NP_194185.1 AGAMOUS-like 24 [Arabidopsis thaliana]	77.049	NP_194185.1	AGL24	AT4G24540
Vitvi00g04640	F6HCW3	VIT_00s0194g00270	Un	9872876	9873919	EEE EEE EEE	NP_193372.6 pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana]	66.377	NP_193372.6	SVR7	AT4G16390
Vitvi00g04641	F6HCW4	VIT_00s0194g00280	Un	9876622	9877047	EEE EEE EEE	NP_195142.1 CYCLIN D3;1 [Arabidopsis thaliana]	62.687	NP_195142.1	CYCD3;1	AT4G34160
Vitvi00g04643	D7U429	VIT_04s0044g00520	Un	9884740	9888881	EEE EEE EEE	NP_568217.1 BolA-like family protein [Arabidopsis thaliana]	79.747	NP_568217.1		AT5G09830
Vitvi00g04648	D7T3T8	VIT_09s0018g00290	Un	9960878	9963765	EEE EEE EEE	NP_563986.1 NDH-dependent cyclic electron flow 1 [Arabidopsis thaliana]	76.65	NP_563986.1	PnsB1	AT1G15980
Vitvi00g04649	F6HBQ7	VIT_09s0018g00270	Un	9964516	9978803	EEE EEE EEE	NP_849916.2 phospholipid N-methyltransferase [Arabidopsis thaliana]	81.098	NP_849916.2	PLMT	AT1G80860
Vitvi00g04653	D7TUK1	VIT_14s0030g02020	Un	10003506	10011110	EEE EEE EEE	NP_176268.1 NAD(P)-linked oxidoreductase superfamily protein [Arabidopsis thaliana]	60.0	NP_176268.1		AT1G60690
Vitvi00g04655	F6I3D3	VIT_09s0070g00480	Un	10030162	10032558	EEE EEE EEE	NP_001327283.1 Leucine-rich repeat (LRR) family protein [Arabidopsis thaliana]	51.433	NP_001327283.1		AT3G19020
Vitvi00g04656	D7SSJ7	VIT_00s0259g00070	Un	10051786	10052190	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04657	F6HJX3	VIT_00s2249g00010	Un	10060748	10073507	EEE EEE EEE	NP_201343.2 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]	69.591	NP_201343.2		AT5G65400
Vitvi00g04662	D7SYZ6	VIT_00s0341g00020	Un	10131106	10136487	EEE EEE EEE	NP_199554.2 DWNN domain, a CCHC-type zinc finger [Arabidopsis thaliana]	59.938	NP_199554.2		AT5G47430
Vitvi00g04664	D7TGC8	VIT_00s0769g00010	Un	10149727	10155442	EEE EEE EEE	NP_199668.1 FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana]	79.428	NP_199668.1		AT5G48570
Vitvi00g04665	D7UCF7	VIT_15s0046g02040	Un	10206685	10219782	EEE EEE EEE	NP_567212.1 Peptidase family M48 family protein [Arabidopsis thaliana]	86.792	NP_567212.1	ATSTE24	AT4G01320
Vitvi00g04671	F6GZF8	VIT_00s0790g00020	Un	10252584	10254829	EEE EEE EEE	NP_195453.1 cytochrome P450, family 81, subfamily D, polypeptide 8 [Arabidopsis thaliana]	55.131	NP_195453.1	CYP81D8	AT4G37370
Vitvi00g04673			Un	10258388	10258675	EEE EEE EEE	a match not found in blastP with e-value<0.000001				
Vitvi00g04681	F6HWW6	VIT_00s0794g00010	Un	10274699	10275247	EEE EEE EEE	NP_195217.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]	81.522	NP_195217.1		AT4G34910
Vitvi00g04685	D7TZ06	VIT_00s0797g00010	Un	10332532	10334045	EEE EEE EEE	NP_850721.1 UDP-galactose transporter 6 [Arabidopsis thaliana]	88.0	NP_850721.1	UTR6	AT3G59360
Vitvi00g04686	E0CNP7	VIT_00s0805g00010	Un	10396868	10398621	EEE EEE EEE	NP_201227.3 Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domain [Arabidopsis thaliana]	62.963	NP_201227.3		AT5G64220
Vitvi00g04687	F6GZE9	VIT_00s0805g00020	Un	10399507	10411035	EEE EEE EEE	NP_196589.1 cyclin-dependent kiNAse C;1 [Arabidopsis thaliana]	65.563	NP_196589.1	CDKC;1	AT5G10270
Vitvi00g04688			Un	10411937	10415278	EEE EEE DED	a match not found in blastP with e-value<0.000001				
Vitvi00g04689	F6HRT7	VIT_00s0467g00010	Un	10421107	10427341	EEE EEE EEE	NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana]	37.255	NP_188065.1		AT3G14470
Vitvi00g04691	D7SM47	VIT_15s0021g00610	Un	10438318	10441364	EEE EEE EEE	NP_190054.2 histone deacetylase 9 [Arabidopsis thaliana]	87.931	NP_190054.2	HDA9	AT3G44680
Vitvi00g04692	F6H8C4	VIT_00s0857g00010	Un	10451405	10455538	EEE EEE EEE	NP_200237.1 DNA repair and meiosis protein (Mre11) [Arabidopsis thaliana]	83.333	NP_200237.1	MRE11	AT5G54260
Vitvi00g04695	F6HWX5	VIT_00s0813g00010	Un	10494335	10494902	EEE EEE EEE	NP_195518.2 Xanthine/uracil permease family protein [Arabidopsis thaliana]	80.435	NP_195518.2		AT4G38050
Vitvi00g04696	F6HRZ4	VIT_00s0983g00010	Un	10519494	10530240	EEE EEE EDE	NP_196505.2 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]	64.43	NP_196505.2		AT5G09430
Vitvi00g04704	F6GZG3	VIT_00s0841g00010	Un	10703709	10704330	EUU EUE EUU	NP_001154669.1 GTP-binding protein, HflX [Arabidopsis thaliana]	34.078	NP_001154669.1		AT3G49725
